"OBJECTID","GEOID10","GEOID20","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","CSA","CSA_Name","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","Ac_Total","Ac_Water","Ac_Land","Ac_Unpr","TotPop","CountHU","HH","P_WrkAge","AutoOwn0","Pct_AO0","AutoOwn1","Pct_AO1","AutoOwn2p","Pct_AO2p","Workers","R_LowWageWk","R_MedWageWk","R_HiWageWk","R_PCTLOWWAGE","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E8_Ret","E8_off","E8_Ind","E8_Svc","E8_Ent","E8_Ed","E8_Hlth","E8_Pub","E_LowWageWk","E_MedWageWk","E_HiWageWk","E_PctLowWage","D1A","D1B","D1C","D1C5_RET","D1C5_OFF","D1C5_IND","D1C5_SVC","D1C5_ENT","D1C8_RET","D1C8_OFF","D1C8_IND","D1C8_SVC","D1C8_ENT","D1C8_ED","D1C8_HLTH","D1C8_PUB","D1D","D1_FLAG","D2A_JPHH","D2B_E5MIX","D2B_E5MIXA","D2B_E8MIX","D2B_E8MIXA","D2A_EPHHM","D2C_TRPMX1","D2C_TRPMX2","D2C_TRIPEQ","D2R_JOBPOP","D2R_WRKEMP","D2A_WRKEMP","D2C_WREMLX","D3A","D3AAO","D3AMM","D3APO","D3B","D3BAO","D3BMM3","D3BMM4","D3BPO3","D3BPO4","D4A","D4B025","D4B050","D4C","D4D","D4E","D5AR","D5AE","D5BR","D5BE","D5CR","D5CRI","D5CE","D5CEI","D5DR","D5DRI","D5DE","D5DEI","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd","Shape_Length","Shape_Area"
95258,1.9061e+11,1.9061e+11,19,61,10600,3,NA,"",20220,"Dubuque, IA",96802,59883,53282,27450.76129,87.4353466,27363.32595,27333.28621,770,309,286,0.488,9,0.031468531,33,0.115384615,244,0.853146853,501,120,153,228,0.239520958,101,14,2,66,19,0,14,0,66,19,0,0,0,2,30,21,50,0.297029703,0.011304898,0.02817078,0.003695128,0.000512196,7.31709e-05,0.002414638,0.000695123,0,0.000512196,0,0.002414638,0.000695123,0,0,0,7.31709e-05,0.015000026,0,0.353146853,0.68087008,0.586469565,0.68087008,0.453913387,0.509754817,0.446900087,0.423818685,0.130078973,0.231917336,0.335548173,4.96039604,0.019055566,1.513183345,0.213181529,0.438944077,0.861057739,0.779951971,0.327445575,0.584724241,0.046777939,0.374223514,0.093555879,-99999,0,0,-99999,-99999,-99999,3134,3363,-99999,-99999,0.002192159,0.113472609,0.002788289,0.155947137,-99999,-99999,-99999,-99999,10,7,1,1,3.5,53146.62987,111091715.2
95259,1.9061e+11,1.9061e+11,19,61,10105,1,NA,"",20220,"Dubuque, IA",96802,59883,53282,12927.12892,1329.477566,11597.65135,9705.71204,952,432,342,0.567,0,0,103,0.301169591,239,0.698830409,533,130,146,257,0.243902439,97,0,7,85,5,0,0,7,85,5,0,0,0,0,12,36,49,0.12371134,0.044509872,0.09808657,0.009994115,0,0.000721225,0.008757729,0.000515161,0,0,0.000721225,0.008757729,0.000515161,0,0,0,0,0.054503987,0,0.283625731,0.417143377,0.284744653,0.417143377,0.220385537,0.453998799,0.202594886,0.123595575,5.15565e-05,0.184938036,0.307936508,5.494845361,0.011166407,1.768592209,0.144309165,0.156247541,1.468035504,1.74821603,0.275917934,0.16555076,0,2.041792712,0.275917934,-99999,0,0,-99999,-99999,-99999,6805,6234,-99999,-99999,0.004759936,0.246388356,0.005168657,0.289079527,-99999,-99999,-99999,-99999,9,3,2,1,3,40526.50391,52315378.36
95260,1.9153e+11,1.9153e+11,19,153,102,3,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,115.9099151,0,115.9099151,115.90992,1038,350,350,0.567,8,0.022857143,129,0.368571429,213,0.608571429,561,100,199,262,0.178253119,190,0,0,3,187,0,0,0,3,0,0,186,1,0,18,61,111,0.094736842,3.019586244,8.955230061,1.639203961,0,0,0.025882168,1.613321793,0,0,0,0.025882168,0,0,1.604694404,0.008627389,0,4.658790205,0,0.542857143,0.117096916,0.050430897,0.103718672,0.054796735,0.616362733,0.378082308,0.417934772,0.714230128,0.309446254,0.505992011,2.952631579,0.141900158,17.836053,0,0,17.836053,71.79644634,0,0,0,49.69376429,38.65070556,631.67,0,0,2,11.04305873,0.001926782,68363,55313,65449,19662,0.002652098,0.610727463,0.002754846,0.72767816,0.004725632,0.558772304,0.003155519,0.333916411,14,2,12,14,11.33333333,2953.999916,469081.5166
95261,1.9061e+11,1.9061e+11,19,61,10400,3,NA,"",20220,"Dubuque, IA",96802,59883,53282,19343.43945,11.29247,19332.14698,19283.96647,868,349,318,0.506,4,0.012578616,62,0.194968553,252,0.79245283,396,82,128,186,0.207070707,546,87,14,408,11,26,87,4,408,9,26,2,0,10,115,122,309,0.210622711,0.018097936,0.045011487,0.028313677,0.00451152,0.000725992,0.021157473,0.000570422,0.00134827,0.00451152,0.000207426,0.021157473,0.000466709,0.00134827,0.000103713,0,0.000518566,0.046411614,0,1.716981132,0.51443891,0.51443891,0.438278195,0.410134149,0.659204459,0.774390979,0.729658025,0.840931481,0.772277228,0.840764331,0.725274725,0.759780826,2.005362676,0.585291733,0.054342314,1.36572863,1.103935327,0.529687676,0.364160277,0.066210959,0.893847953,0.198632878,-99999,0,0,-99999,-99999,-99999,2372,2213,-99999,-99999,0.001659158,0.085882907,0.001834815,0.102619986,-99999,-99999,-99999,-99999,15,6,1,1,4.166666667,43046.38791,78281829.03
95262,1.91115e+11,1.91115e+11,19,111,490200,4,161,"Burlington-Fort Madison-Keokuk, IA-IL-MO",22800,"Fort Madison-Keokuk, IA-IL-MO",59453,20844,26607,743.8026288,420.0640696,323.7385592,272.24139,411,169,169,0.564,0,0,66,0.390532544,103,0.609467456,204,52,79,73,0.254901961,897,262,3,522,99,11,262,1,522,69,11,16,14,2,261,226,410,0.2909699,0.620772617,1.509689618,3.294870042,0.962381216,0.011019632,1.917416011,0.363647864,0.040405318,0.962381216,0.003673211,1.917416011,0.253451542,0.040405318,0.058771372,0.05142495,0.007346421,3.915642658,0,5.307692308,0.615623653,0.615623653,0.521171388,0.521171388,0.70933848,0.741907491,0.704825141,0.440192775,0.628440367,0.370572207,0.227424749,0.461822228,16.21735136,0,3.255075486,12.96227587,88.32806346,0,33.60736524,3.953807675,45.46878826,31.6304614,-99999,0,0,-99999,-99999,-99999,6496,6540,-99999,-99999,0.025946222,0.908277405,0.024177092,0.923598362,-99999,-99999,-99999,-99999,16,9,13,1,8.833333333,12124.45428,3010149.642
95263,1.9103e+11,1.9103e+11,19,103,10301,2,168,"Cedar Rapids-Iowa City, IA",26980,"Iowa City, IA",169144,94141,80070,1850.384381,0,1850.384381,1846.15078,928,414,397,0.556,4,0.010075567,69,0.173803526,324,0.816120907,591,103,146,342,0.17428088,194,14,16,8,154,2,14,12,8,0,2,154,0,4,57,69,68,0.293814433,0.224250372,0.502667502,0.105083508,0.007583346,0.008666681,0.004333341,0.083416805,0.001083335,0.007583346,0.006500011,0.004333341,0,0.001083335,0.083416805,0,0.00216667,0.32933388,0,0.488664987,0.470625128,0.470625128,0.448620529,0.386555748,0.49201542,0.499756306,0.549626438,0.847615008,0.345811052,0.494267516,3.046391753,0.12920025,3.898248845,0.324964722,1.084625243,2.48865888,12.5697559,0,2.421118577,0.691748165,6.571607566,5.879859401,-99999,0,0,-99999,-99999,-99999,16961,13949,-99999,-99999,0.008208618,0.463301374,0.009047376,0.532729911,-99999,-99999,-99999,-99999,10,5,5,1,4.5,13427.6162,7488400.19
95264,1.91897e+11,1.91897e+11,19,189,680100,4,NA,"",NA,"",0,0,0,2941.032879,0,2941.032879,2934.402617,548,355,295,0.526,22,0.074576271,149,0.505084746,124,0.420338983,381,95,133,153,0.249343832,839,71,41,687,19,21,71,41,687,13,21,0,6,0,147,395,297,0.175208582,0.120978627,0.186750106,0.285918502,0.024195725,0.013972179,0.234119202,0.006474912,0.007156482,0.024195725,0.013972179,0.234119202,0.004430203,0.007156482,0,0.002044709,0,0.406897129,0,2.844067797,0.433842183,0.433842183,0.397578672,0.342575319,0.608231779,0.838935602,0.782571372,0.750534322,0,0,0.454112038,0.579327134,3.849123038,0.494201268,0.285977655,3.068944114,8.997328861,1.305663744,1.740884992,0.870442496,6.528318721,2.611327488,-99999,0,0,-99999,-99999,-99999,3764,3518,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,13,5,5,1,5,14747.18227,11902199.41
95265,1.91897e+11,1.91897e+11,19,189,680100,2,NA,"",NA,"",0,0,0,59571.86653,165.166582,59406.69995,56735.69331,782,355,291,0.497,0,0,30,0.103092784,261,0.896907216,386,87,146,153,0.225388601,41,3,4,28,6,0,3,4,28,6,0,0,0,0,4,20,17,0.097560976,0.006257084,0.01378321,0.000722649,5.28768e-05,7.05024e-05,0.000493516,0.000105754,0,5.28768e-05,7.05024e-05,0.000493516,0.000105754,0,0,0,0,0.006979733,0,0.140893471,0.692549169,0.596529385,0.692549169,0.461699446,0.305940908,0.224216293,0.202104348,0.000123025,0,0,9.414634146,0.000221601,2.038334497,0.487267943,0.113882434,1.43718412,1.074066057,0.667938129,0.129278348,0.043092783,0.883402041,0.355515456,-99999,0,0,-99999,-99999,-99999,2028,2337,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,7,1,1,2.666666667,73636.52472,241084054.1
95266,1.91897e+11,1.91897e+11,19,189,680100,1,NA,"",NA,"",0,0,0,38628.5171,29.3661053,38599.15099,37043.0869,1203,595,548,0.662,0,0,129,0.23540146,419,0.76459854,587,149,199,239,0.253833049,124,21,5,62,18,18,21,0,62,18,18,0,0,5,48,45,31,0.387096774,0.016062376,0.032475695,0.003347453,0.000566907,0.000134978,0.001673727,0.000485921,0.000485921,0.000566907,0,0.001673727,0.000485921,0.000485921,0,0,0.000134978,0.019409829,0,0.226277372,0.830770096,0.830770096,0.830770096,0.642996142,0.404577775,0.482968185,0.495516604,0.120215574,0,0,4.733870968,0.02390014,2.283840965,0.393603979,0.25281239,1.637424597,1.796831231,0.679807699,0.29845216,0.198968107,1.475680126,0.414516889,-99999,0,0,-99999,-99999,-99999,923,1317,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,7,13,2,1,4.333333333,55677.64259,156327472.7
95267,1.9153e+11,1.9153e+11,19,153,4300,4,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,80.7428902,0,80.7428902,80.7428902,302,130,130,0.553,40,0.307692308,31,0.238461538,59,0.453846154,284,73,106,105,0.257042254,135,0,0,0,104,31,0,0,0,39,31,65,0,0,29,43,63,0.214814815,1.610048881,3.7402674,1.671973838,0,0,0,1.288039105,0.383934733,0,0,0,0.483014664,0.383934733,0.80502444,0,0,3.282022719,0,1.038461538,0.777365106,0.334792928,0.954365029,0.504210927,0.880626117,0.563570423,0.627413232,0.503487165,0.61784897,0.644391408,2.103703704,0.331640508,16.23724097,0,0,16.23724097,95.15636585,0,0,0,118.8959174,15.85278898,481.46,0,0,2.67,21.16347329,0.00884106,83186,62202,46575,20292,0.003227146,0.743150165,0.003097951,0.818307395,0.003362868,0.397635106,0.003256627,0.344615594,20,8,14,16,14.66666667,2430.328444,326762.5567
95268,1.9153e+11,1.9153e+11,19,153,4603,2,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,200.0064465,0,200.0064465,191.2808635,1197,488,459,0.547,66,0.14379085,184,0.40087146,209,0.455337691,620,148,215,257,0.238709677,516,45,11,0,356,104,45,11,0,16,104,70,270,0,154,194,168,0.298449612,2.551222276,6.257813657,2.697603882,0.235256153,0.05750706,0,1.861137562,0.543703108,0.235256153,0.05750706,0,0.083646632,0.543703108,0.365954015,1.411536915,0,5.248826158,0,1.124183007,0.630231875,0.542852189,0.745194243,0.642099725,0.71690825,0.647553368,0.720909996,0.499287183,0.602451839,0.908450704,1.201550388,0.817462387,15.99839684,0,2.759467665,13.23892918,77.88868945,0,31.99896859,15.9994843,41.59865917,12.79958744,622.28,0,0,3.67,11.74362147,0.003065998,68700,54511,49902,24093,0.002665171,0.613738085,0.002714903,0.717127333,0.003603088,0.426039443,0.003866643,0.409167332,17,13,12,15,14,3623.534633,809416.1432
95269,1.9153e+11,1.9153e+11,19,153,4701,4,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,105.1689723,0,105.1689723,105.1689723,888,338,324,0.587,0,0,77,0.237654321,247,0.762345679,431,93,185,153,0.215777262,27,0,0,2,25,0,0,0,2,22,0,3,0,0,11,10,6,0.407407407,3.213875658,8.443554982,0.256729712,0,0,0.019017016,0.237712697,0,0,0,0.019017016,0.209187173,0,0.028525524,0,0,3.47060537,0,0.083333333,0.380946586,0.164064764,0.549600091,0.290365178,0.265335708,0.26577758,0.291582014,0.028012729,0.059016393,0.11790393,15.96296296,3.17444e-07,19.03694671,0,1.762012338,17.27493437,91.3121027,0,18.2563351,6.085445032,73.02534038,24.34178013,403.68,0,0,2.33,14.17908692,0.002623874,61370,49544,39510,14851,0.002380809,0.548254822,0.002467523,0.651783248,0.002852751,0.33731751,0.002383411,0.252212014,4,3,13,16,10.83333333,2824.682934,425613.1189
95270,1.9153e+11,1.9153e+11,19,153,1500,1,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,81.09822,0,81.09822,81.09822,953,377,327,0.582,25,0.076452599,109,0.333333333,193,0.590214067,524,130,196,198,0.248091603,150,17,0,0,133,0,17,0,0,51,0,0,82,0,50,70,30,0.333333333,4.648684028,11.7511827,1.84960903,0.209622357,0,0,1.639986673,0,0.209622357,0,0,0.62886707,0,0,1.011119603,0,6.498293057,0,0.458715596,0.509889142,0.219597301,0.859002356,0.453828841,0.667904404,0.472214737,0.525708522,0.818621523,0.271985494,0.445103858,3.493333333,0.08263406,23.95054452,0,0.29524876,23.65529576,123.6623936,0,7.891665193,7.891665193,71.02498674,63.13332155,535.11,0,0,2.67,21.07074607,0.002801679,87220,64221,75117,33236,0.003383643,0.779188293,0.003198507,0.844868641,0.005423694,0.641313071,0.005333986,0.56444135,15,7,16,15,14,2420.234348,328199.8092
95271,1.9153e+11,1.9153e+11,19,153,2100,2,218,"Des Moines-Ames-West Des Moines, IA",19780,"Des Moines-West Des Moines, IA",671092,372394,340712,81.5076647,0,81.5076647,81.5076647,764,373,338,0.611,76,0.224852071,75,0.221893491,187,0.553254438,428,109,193,126,0.254672897,32,0,12,5,4,11,0,12,5,4,11,0,0,0,9,12,11,0.28125,4.576256741,9.373351608,0.392601114,0,0.147225418,0.061343924,0.049075139,0.134956633,0,0.147225418,0.061343924,0.049075139,0.134956633,0,0,0,4.968857855,0,0.094674556,0.926829089,0.798327124,0.926829089,0.617886059,0.251923616,0.296743453,0.321012881,0.008376957,0.08040201,0.139130435,13.375,4.22285e-06,22.57623994,0,0,22.57623994,109.9361641,0,0,0,23.55606687,94.22426748,0,0,0,3,23.55606687,0.003926702,77676,59237,98850,49220,0.00301339,0.693926048,0.00295028,0.779300909,0.007137294,0.84393409,0.00789923,0.83589491,4,12,15,20,14.33333333,2698.249757,329856.7254
95272,1.9193e+11,1.9193e+11,19,193,2101,2,NA,"",43580,"Sioux City, IA-NE-SD",143638,75199,61487,113.2365402,0,113.2365402,113.2365402,848,365,313,0.415,0,0,137,0.437699681,176,0.562300319,534,131,157,246,0.245318352,25,0,0,0,25,0,0,0,0,25,0,0,0,0,11,6,8,0.44,3.223341153,7.48874876,0.220776791,0,0,0,0.220776791,0,0,0,0,0.220776791,0,0,0,0,3.444117944,0,0.079872204,0,0,0,0,0.380547176,0.266225511,0.29638427,0.031982044,0.057273769,0.089445438,21.36,1.43802e-09,18.23212155,0,0,18.23212155,86.6773215,0,0,0,45.21508685,56.51885857,446.59,0,0,0.67,3.786763524,0.000790094,16940,14309,19610,18049,0.008347459,0.619831687,0.008603269,0.719660011,0.011169614,0.489919304,0.011417759,0.506880476,7,1,13,16,11,3092.664965,458263.157
95273,1.9103e+11,1.9103e+11,19,103,10500,1,168,"Cedar Rapids-Iowa City, IA",26980,"Iowa City, IA",169144,94141,80070,3080.290284,0,3080.290284,3022.98967,5614,2364,2364,0.591,244,0.10321489,908,0.384094755,1212,0.512690355,2261,492,646,1123,0.217602831,1020,72,38,254,494,162,72,38,254,96,162,0,398,0,344,339,337,0.337254902,0.782007303,1.857101946,0.337414319,0.023817481,0.012570337,0.084022781,0.163414386,0.053589333,0.023817481,0.012570337,0.084022781,0.031756642,0.053589333,0,0.131657744,0,1.119421622,0,0.431472081,0.807269276,0.807269276,0.858232972,0.739500016,0.560164026,0.639315791,0.683646796,0.939887954,0.307506783,0.621761658,2.216666667,0.296215909,7.041870308,0.782073032,1.24780859,5.011988685,29.44595205,1.454408379,4.155452512,0.831090502,30.33480334,5.609860891,-99999,0,0,-99999,-99999,-99999,26126,21079,-99999,-99999,0.012644205,0.713649649,0.013671922,0.805033608,-99999,-99999,-99999,-99999,12,17,7,1,7.5,19117.68908,12465771.4
95274,1.91611e+11,1.91611e+11,19,161,80200,4,NA,"",NA,"",0,0,0,3955.779916,5.2936233,3950.486293,3945.94081,737,351,306,0.487,22,0.071895425,77,0.251633987,207,0.676470588,385,102,115,168,0.264935065,399,24,47,215,113,0,24,27,215,11,0,26,76,20,87,120,192,0.218045113,0.088952171,0.186774216,0.10111657,0.0060822,0.011910974,0.054486372,0.028637024,0,0.0060822,0.006842475,0.054486372,0.002787675,0,0.00658905,0.019260299,0.0050685,0.190068741,0,1.303921569,0.801768506,0.690605801,0.733509134,0.686406826,0.816108173,0.632957064,0.606913233,0.76446512,0,0,0.964912281,0.965520718,3.025464564,0.402429167,0.245092909,2.377942487,8.156646451,0.648021487,0.486016115,0.162005372,6.642220237,3.240107433,-99999,0,0,-99999,-99999,-99999,2165,2391,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,19,15,5,1,7.666666667,18756.34917,16008820.59
95275,1.91611e+11,1.91611e+11,19,161,80300,3,NA,"",NA,"",0,0,0,2013.437517,759.9390001,1253.498517,1196.06674,468,598,256,0.521,7,0.02734375,88,0.34375,161,0.62890625,280,72,100,108,0.257142857,108,10,9,56,33,0,10,0,56,14,0,0,19,9,20,32,56,0.185185185,0.4999721,0.391282513,0.090295965,0.008360737,0.007524664,0.04682013,0.027590434,0,0.008360737,0,0.04682013,0.011705032,0,0,0.015885401,0.007524664,0.590268065,0,0.421875,0.815288716,0.702251476,0.831659471,0.643684497,0.586159979,0.499826159,0.493179693,0.354294558,0,0,2.592592593,0.2033976,8.757933679,0,1.726207189,7.03172649,38.30763208,0,2.552855035,2.042284028,41.86682257,6.637423091,-99999,0,0,-99999,-99999,-99999,1943,2269,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,13,13,8,1,7.333333333,13167.27553,8148272.092
95276,1.91611e+11,1.91611e+11,19,161,80300,2,NA,"",NA,"",0,0,0,28135.85296,376.7145753,27759.13839,27177.3542,617,308,256,0.511,6,0.0234375,48,0.1875,202,0.7890625,316,92,99,125,0.291139241,62,12,12,30,1,7,12,0,30,1,7,0,0,12,25,21,16,0.403225806,0.011332965,0.022702725,0.002281311,0.000441544,0.000441544,0.00110386,3.67953e-05,0.000257567,0.000441544,0,0.00110386,3.67953e-05,0.000257567,0,0,0.000441544,0.013614276,0,0.2421875,0.807607939,0.807607939,0.807607939,0.625069188,0.416778521,0.413078654,0.413168147,0.046450681,0,0,5.096774194,0.016626222,2.334859028,0.414418591,0.282656132,1.637784305,1.983392972,0.530275825,0.414998471,0.069166412,1.45249465,0.668608648,-99999,0,0,-99999,-99999,-99999,2409,2636,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,8,13,2,1,4.5,55890.85183,113864248.6
95277,1.91611e+11,1.91611e+11,19,161,80300,4,NA,"",NA,"",0,0,0,4604.996619,184.8817026,4420.114916,4107.24722,578,296,275,0.51,20,0.072727273,93,0.338181818,162,0.589090909,294,76,103,115,0.258503401,292,11,39,75,142,25,11,17,75,3,25,94,45,22,87,84,121,0.297945205,0.072067734,0.140726859,0.071093846,0.002678193,0.009495411,0.018260406,0.034573035,0.006086802,0.002678193,0.004139025,0.018260406,0.000730416,0.006086802,0.022886375,0.010956243,0.005356386,0.14316158,0,1.061818182,0.809321546,0.809321546,0.838474,0.838474,0.760984307,0.665135684,0.699511813,0.609781738,0,0,1.006849315,0.993174088,2.870574472,0.244913377,0.578200335,2.04746076,7.869333866,0.289585231,2.606267081,0.868755694,4.198985853,2.461474465,-99999,0,0,-99999,-99999,-99999,2168,2434,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,18,20,5,1,8.333333333,20550.81715,18636165.28
95278,1.91611e+11,1.91611e+11,19,161,80400,4,NA,"",NA,"",0,0,0,572.582591,0,572.582591,568.60193,585,345,295,0.503,10,0.033898305,137,0.46440678,148,0.501694915,309,91,99,119,0.294498382,6,0,1,1,0,4,0,1,1,0,4,0,0,0,1,4,1,0.166666667,0.60675137,1.02883928,0.010552198,0,0.0017587,0.0017587,0,0.007034798,0,0.0017587,0.0017587,0,0.007034798,0,0,0,0.617303568,0,0.020338983,0.789690082,0.539047342,0.789690082,0.417209722,0.083008364,0.117870737,0.128231841,2.9664e-08,0,0,51.5,0,6.951494214,0.211999289,0.204163747,6.535331178,40.24767843,0,0,1.11774268,26.82582433,21.23711093,-99999,0,0,-99999,-99999,-99999,1782,2193,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,1,6,8,1,4.166666667,6670.462188,2317213.12
95279,1.91455e+11,1.91455e+11,19,145,490300,1,NA,"",NA,"",0,0,0,195.9040923,0,195.9040923,195.9040923,1112,611,394,0.608,30,0.076142132,95,0.241116751,269,0.682741117,522,144,182,196,0.275862069,324,49,89,86,42,58,49,42,86,29,58,0,13,47,125,107,92,0.385802469,3.118873081,5.676246917,1.653870505,0.250122391,0.454303935,0.438990319,0.214390621,0.296063238,0.250122391,0.214390621,0.438990319,0.148031619,0.296063238,0,0.066359002,0.239913314,4.772743586,0,0.822335025,0.972679477,0.972679477,0.943332037,0.882755945,0.778458123,0.778827271,0.826196732,0.831715361,0,0,1.611111111,0.542747481,27.32035597,0,0,27.32035597,163.3779041,0,0,0,98.00714102,98.00714102,-99999,0,0,-99999,-99999,-99999,2319,2756,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,18,20,18,1,12.66666667,4649.726482,792812.3491
95280,1.91455e+11,1.91455e+11,19,145,490600,2,NA,"",NA,"",0,0,0,83441.22368,0,83441.22368,83429.60016,979,464,397,0.573,19,0.047858942,81,0.204030227,297,0.748110831,385,93,133,159,0.241558442,126,7,20,96,3,0,7,11,96,3,0,0,0,9,32,37,57,0.253968254,0.005561575,0.011734444,0.001510255,8.39031e-05,0.000239723,0.001150671,3.59585e-05,0,8.39031e-05,0.000131848,0.001150671,3.59585e-05,0,0,0,0.000107875,0.007071831,0,0.317380353,0.54022197,0.465321877,0.533189288,0.412675729,0.455165408,0.258833643,0.192473699,0.000430096,0,0,3.055555556,0.128021693,2.029261126,0.306611881,0.253875107,1.468774139,1.429585938,0.467874251,0.322142927,0.207091881,0.866717874,0.429523902,-99999,0,0,-99999,-99999,-99999,533,830,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,9,6,2,1,3.5,78151.71741,337682034.9
95281,1.9072e+11,1.9072e+11,19,71,970100,2,NA,"",NA,"",0,0,0,86268.34247,877.0058374,85391.33664,82251.57467,1194,687,606,0.595,20,0.0330033,151,0.249174917,435,0.717821782,573,138,214,221,0.240837696,96,6,13,68,9,0,6,5,68,9,0,0,0,8,19,35,42,0.197916667,0.008352424,0.014516439,0.001167151,7.29469e-05,0.000158052,0.000826732,0.00010942,0,7.29469e-05,6.07891e-05,0.000826732,0.00010942,0,0,0,9.72626e-05,0.009519575,0,0.158415842,0.656583909,0.565550596,0.621610668,0.481111758,0.325267541,0.211176565,0.18061064,3.11896e-05,0,0,5.96875,0.006951832,1.922235948,0.38804556,0.069661094,1.464529294,1.759196728,0.43470452,0.082443961,0.037474528,1.094256205,0.93686319,-99999,0,0,-99999,-99999,-99999,1183,1836,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,5,8,2,1,3.166666667,82166.67352,349123213.2
95282,1.90731e+11,1.90731e+11,19,73,80300,1,NA,"",NA,"",0,0,0,60216.57168,166.0712151,60050.50047,59670.7427,1178,651,544,0.497,63,0.115808824,149,0.273897059,332,0.610294118,558,154,180,224,0.275985663,618,74,3,140,360,41,74,1,140,38,41,0,322,2,160,267,191,0.258899676,0.010909869,0.019741668,0.010356834,0.001240139,5.02759e-05,0.002346208,0.006033107,0.000687104,0.001240139,1.67586e-05,0.002346208,0.000636828,0.000687104,0,0.005396279,3.35173e-05,0.021266704,0,1.136029412,0.690394973,0.690394973,0.673524888,0.63027447,0.715538415,0.648647095,0.687067817,0.550589642,0,0,0.902912621,0.907476709,2.075974331,0.216193073,0.385584088,1.47419717,1.559913727,0.309073194,0.159865445,0.309073194,0.852615708,0.575515603,-99999,0,0,-99999,-99999,-99999,2649,3113,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,17,13,2,1,6,101900.4001,243693135.3
95283,1.91455e+11,1.91455e+11,19,145,490200,3,NA,"",NA,"",0,0,0,1581.538099,0,1581.538099,1581.538099,851,393,386,0.631,104,0.269430052,113,0.292746114,169,0.437823834,414,123,178,113,0.297101449,766,157,202,73,297,37,157,202,73,145,37,49,103,0,248,328,190,0.323759791,0.248492275,0.538083781,0.484338633,0.099270451,0.127723765,0.046157598,0.187791872,0.023394947,0.099270451,0.127723765,0.046157598,0.0916829,0.023394947,0.030982497,0.065126474,0,0.732830907,0,1.984455959,0.878628375,0.878628375,0.928864344,0.869217296,0.88069166,0.751421795,0.815027245,0.48821041,0,0,0.540469974,0.631580402,5.46439607,0.445099498,0.725936279,4.293360292,27.7926912,0,2.428016121,0.404669354,13.75875802,16.5914435,-99999,0,0,-99999,-99999,-99999,2553,2939,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,20,20,7,1,9.333333333,12298.56018,6400397.269
95284,1.9113e+11,1.9113e+11,19,113,201,2,168,"Cedar Rapids-Iowa City, IA",16300,"Cedar Rapids, IA",268315,146206,138608,157.249498,0,157.249498,146.70329,1573,904,715,0.685,103,0.144055944,442,0.618181818,170,0.237762238,695,170,241,284,0.244604317,257,21,61,60,77,38,21,61,60,4,38,45,28,0,62,74,121,0.241245136,6.16209766,10.72232259,1.751835286,0.143146074,0.415805262,0.408988783,0.524868938,0.259026229,0.143146074,0.415805262,0.408988783,0.027265919,0.259026229,0.306741587,0.190861432,0,7.913932946,0,0.359440559,0.950261215,0.950261215,0.914576308,0.855846767,0.548057505,0.614393344,0.656906482,0.525536977,0.280874317,0.539915966,2.704280156,0.181903281,15.26708758,0,1.655636569,13.61145101,57.00393396,0,12.20989589,4.069965298,61.04947947,4.069965298,891.84,0,0,1,4.069965298,0.000635728,41019,31319,12521,4492,0.007816217,0.783957342,0.007243794,0.794595966,0.005660537,0.245750736,0.004236465,0.184279619,12,20,10,13,13,4287.319691,636380.718
