"OBJECTID","GEOID10","GEOID20","STATEFP","COUNTYFP","TRACTCE","BLKGRPCE","CSA","CSA_Name","CBSA","CBSA_Name","CBSA_POP","CBSA_EMP","CBSA_WRK","Ac_Total","Ac_Water","Ac_Land","Ac_Unpr","TotPop","CountHU","HH","P_WrkAge","AutoOwn0","Pct_AO0","AutoOwn1","Pct_AO1","AutoOwn2p","Pct_AO2p","Workers","R_LowWageWk","R_MedWageWk","R_HiWageWk","R_PCTLOWWAGE","TotEmp","E5_Ret","E5_Off","E5_Ind","E5_Svc","E5_Ent","E8_Ret","E8_off","E8_Ind","E8_Svc","E8_Ent","E8_Ed","E8_Hlth","E8_Pub","E_LowWageWk","E_MedWageWk","E_HiWageWk","E_PctLowWage","D1A","D1B","D1C","D1C5_RET","D1C5_OFF","D1C5_IND","D1C5_SVC","D1C5_ENT","D1C8_RET","D1C8_OFF","D1C8_IND","D1C8_SVC","D1C8_ENT","D1C8_ED","D1C8_HLTH","D1C8_PUB","D1D","D1_FLAG","D2A_JPHH","D2B_E5MIX","D2B_E5MIXA","D2B_E8MIX","D2B_E8MIXA","D2A_EPHHM","D2C_TRPMX1","D2C_TRPMX2","D2C_TRIPEQ","D2R_JOBPOP","D2R_WRKEMP","D2A_WRKEMP","D2C_WREMLX","D3A","D3AAO","D3AMM","D3APO","D3B","D3BAO","D3BMM3","D3BMM4","D3BPO3","D3BPO4","D4A","D4B025","D4B050","D4C","D4D","D4E","D5AR","D5AE","D5BR","D5BE","D5CR","D5CRI","D5CE","D5CEI","D5DR","D5DRI","D5DE","D5DEI","D2A_Ranked","D2B_Ranked","D3B_Ranked","D4A_Ranked","NatWalkInd","Shape_Length","Shape_Area"
95112,1.9061e+11,1.9061e+11,19,61,10104,2,NA,"",20220,"Dubuque, IA",96802,59883,53282,4780.275521,0,4780.275521,4729.251623,3818,1365,1308,0.526,0,0,221,0.168960245,1087,0.831039755,2375,571,572,1232,0.240421053,129,23,14,42,48,2,23,14,42,41,2,0,7,0,44,48,37,0.341085271,0.288629176,0.807315894,0.027277043,0.004863349,0.002960299,0.008880898,0.010149597,0.0004229,0.004863349,0.002960299,0.008880898,0.008669448,0.0004229,0,0.00148015,0,0.315906219,0,0.098623853,0.836473667,0.836473667,0.837626214,0.721744118,0.236002517,0.287721294,0.302081363,0.003996996,0.065366101,0.103035144,18.41085271,2.74513e-08,4.052288483,0.038965179,0.762325044,3.25099826,9.152275807,0.133883496,2.54378643,0.401650489,8.166893274,1.606601956,-99999,0,0,-99999,-99999,-99999,17085,15794,-99999,-99999,0.011950553,0.618595894,0.013094926,0.732390447,-99999,-99999,-99999,-99999,4,16,5,1,5.333333333,25179.85756,19345511.39
95113,1.9155e+11,1.9155e+11,19,155,21200,2,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,148.4542206,33.6248738,114.8293468,114.82935,511,206,206,0.566,0,0,65,0.315533981,141,0.684466019,295,83,121,91,0.281355932,13,1,0,11,1,0,1,0,11,1,0,0,0,0,3,3,7,0.230769231,1.793966438,4.450081795,0.113211474,0.008708575,0,0.095794324,0.008708575,0,0.008708575,0,0.095794324,0.008708575,0,0,0,0,1.907177912,0,0.063106796,0.487852771,0.333011324,0.487852771,0.257742783,0.185400707,0.098510004,0.077331787,2.05e-13,0.049618321,0.084415584,22.69230769,3.79446e-10,23.38368347,0,0,23.38368347,154.2407102,0,0,0,122.6167386,72.45534554,-99999,0,0,-99999,-99999,-99999,47608,41267,-99999,-99999,0.000856642,0.430592236,0.000847417,0.460610322,-99999,-99999,-99999,-99999,3,3,18,1,7.333333333,5085.00045,600784.6931
95114,1.9155e+11,1.9155e+11,19,155,21200,3,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,778.9266583,52.6797432,726.2469151,718.70888,1401,493,434,0.464,0,0,220,0.506912442,214,0.493087558,590,160,249,181,0.271186441,733,31,73,389,71,169,31,73,389,59,169,0,12,0,138,240,355,0.188267394,0.685952287,1.949328913,1.019884435,0.043132902,0.101571028,0.541248356,0.09878826,0.235143887,0.043132902,0.101571028,0.541248356,0.082091653,0.235143887,0,0.016696607,0,1.705836722,0,1.688940092,0.785454783,0.785454783,0.730090795,0.629085775,0.811476421,0.744585547,0.74403038,0.564551689,0.686972821,0.89191232,0.804911323,0.822761695,9.979367183,1.549290893,0.090434144,8.339642146,32.91001931,2.643728958,0,0,30.84350451,12.3374018,-99999,0,0,0.67,0.590432801,0.00047823,54751,47013,-99999,-99999,0.000985171,0.495197352,0.000965411,0.524745513,-99999,-99999,-99999,-99999,19,13,8,1,8.333333333,9773.404962,3152274.129
95115,1.9155e+11,1.9155e+11,19,155,30800,1,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,241.0393783,0,241.0393783,231.35162,957,364,364,0.533,34,0.093406593,191,0.524725275,139,0.381868132,628,158,271,199,0.251592357,194,12,0,158,14,10,12,0,158,14,10,0,0,0,48,67,79,0.24742268,1.573362659,4.136560617,0.838550428,0.051869099,0,0.682943132,0.060513948,0.043224249,0.051869099,0,0.682943132,0.060513948,0.043224249,0,0,0,2.411913087,0,0.532967033,0.491865807,0.423670146,0.491865807,0.327910538,0.548675208,0.524693049,0.474041076,0.16984769,0.337098175,0.472019465,3.237113402,0.106766251,22.08703696,0.023032538,1.255504005,20.80850042,135.4374552,0,0,2.655167817,71.68953107,84.96537016,-99999,0,0,-99999,-99999,-99999,70880,62460,-99999,-99999,0.00127539,0.641076661,0.001282615,0.697160461,-99999,-99999,-99999,-99999,12,4,17,1,8.666666667,3978.146236,975468.0313
95116,1.9155e+11,1.9155e+11,19,155,21200,4,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,249.9053263,26.0653435,223.8399828,206.98909,674,336,255,0.547,0,0,98,0.384313725,157,0.615686275,459,123,176,160,0.267973856,237,12,45,56,91,33,12,3,56,1,33,66,24,42,58,81,98,0.244725738,1.623273961,3.256210267,1.144987883,0.05797407,0.217402763,0.27054566,0.439636698,0.159428693,0.05797407,0.014493518,0.27054566,0.004831173,0.159428693,0.318857385,0.11594814,0.202909245,2.768261844,0,0.929411765,0.900591961,0.900591961,0.836475931,0.836475931,0.776157158,0.72627062,0.772059159,0.663917105,0.520307355,0.681034483,1.936708861,0.391915564,19.60650339,0.106690665,0.349920546,19.14989218,128.7205245,0,2.859185352,2.859185352,168.6919358,11.43674141,1121.18,0,0,0.67,1.915654186,0.000994065,58161,49877,11264,5057,0.001046529,0.526039217,0.001024224,0.556712653,0.001582214,0.152537782,0.001164605,0.112086353,18,20,16,13,16,5058.334131,1011352.512
95117,1.9155e+11,1.9155e+11,19,155,21701,3,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,552.8192859,0,552.8192859,552.8192859,1266,527,471,0.588,10,0.021231423,128,0.271762208,333,0.707006369,535,139,168,228,0.259813084,307,15,9,50,221,12,15,9,50,5,12,146,70,0,88,108,111,0.286644951,0.953295251,2.290079294,0.555335184,0.027133641,0.016280185,0.09044547,0.399768976,0.021706913,0.027133641,0.016280185,0.09044547,0.009044547,0.021706913,0.264100772,0.126623658,0,1.508630435,0,0.651804671,0.565338889,0.565338889,0.735323296,0.688104492,0.574742978,0.544611871,0.582771621,0.713333127,0.390336936,0.729216152,1.74267101,0.47584124,9.91859183,1.234476186,0,8.684115644,44.00772661,8.10391409,0,0,45.1503785,13.89242415,-99999,0,0,-99999,-99999,-99999,8080,7726,-99999,-99999,0.000145389,0.073079845,0.000158653,0.086235378,-99999,-99999,-99999,-99999,12,15,9,1,7.833333333,6501.063601,2237232.156
95118,1.9155e+11,1.9155e+11,19,155,21603,2,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,49065.25484,42.5360411,49022.7188,49022.7188,1083,448,400,0.537,0,0,33,0.0825,367,0.9175,601,138,165,298,0.229617304,156,17,46,64,14,15,17,46,64,10,15,0,4,0,36,47,73,0.230769231,0.00913862,0.022091798,0.003182198,0.000346778,0.00093834,0.001305517,0.000285582,0.000305981,0.000346778,0.00093834,0.001305517,0.000203987,0.000305981,0,8.15948e-05,0,0.012320818,0,0.39,0.875283018,0.875283018,0.816183511,0.703267923,0.551830024,0.557678254,0.569646832,0.210214321,0.251815981,0.412153236,3.852564103,0.057696192,2.084041609,1.846712334,0.054827826,0.182501449,0.156688168,1.33162749,0,0,0.078331029,0.104441372,-99999,0,0,-99999,-99999,-99999,12753,11707,-99999,-99999,0.000229473,0.115344959,0.000240403,0.130670149,-99999,-99999,-99999,-99999,12,16,1,1,5.333333333,67864.72774,198564376.3
95119,1.9155e+11,1.9155e+11,19,155,21200,1,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,113.9857474,0,113.9857474,113.9857474,1206,497,461,0.62,34,0.073752711,124,0.268980477,303,0.657266811,505,120,193,192,0.237623762,7,0,0,7,0,0,0,0,7,0,0,0,0,0,2,3,2,0.285714286,4.360194247,10.58027014,0.061411187,0,0,0.061411187,0,0,0,0,0.061411187,0,0,0,0,0,4.421605433,0,0.015184382,0,0,0,0,0.112102626,0.010592645,0,0,0.011541632,0.02734375,72.14285714,0,35.39707878,0,0,35.39707878,301.3822411,0,0,0,174.0568488,185.2863229,-99999,0,0,-99999,-99999,-99999,51321,44306,-99999,-99999,0.000923452,0.464174596,0.000909823,0.494530762,-99999,-99999,-99999,-99999,2,1,20,1,7.5,3444.507027,461294.4035
95120,1.9155e+11,1.9155e+11,19,155,31900,2,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,4211.58599,328.6276798,3882.958311,3882.95831,1016,416,389,0.524,0,0,178,0.457583548,211,0.542416452,574,110,192,272,0.191637631,626,27,7,359,233,0,27,7,359,14,0,219,0,0,99,169,358,0.158146965,0.10713481,0.26165617,0.161217286,0.006953461,0.001802749,0.092455281,0.060005795,0,0.006953461,0.001802749,0.092455281,0.003605498,0,0.056400297,0,0,0.268352096,0,1.609254499,0.629415661,0.542149141,0.594693082,0.460278192,0.74795107,0.560209963,0.518698096,0.606601553,0.762484775,0.956666667,0.916932907,0.9202894,3.701426166,1.119487241,0.483105739,2.098833185,4.836724605,0.494468353,0.659291137,0.329645569,5.109506313,0.659291137,-99999,0,0,-99999,-99999,-99999,50267,44237,-99999,-99999,0.000904487,0.454641656,0.000908406,0.493760604,-99999,-99999,-99999,-99999,17,7,4,1,5.666666667,18727.49962,17044060.92
95121,1.90675e+11,1.90675e+11,19,67,480200,2,NA,"",NA,"",0,0,0,37668.11476,0,37668.11476,37538.08588,803,390,317,0.518,16,0.050473186,91,0.287066246,210,0.662460568,450,128,144,178,0.284444444,228,0,2,98,116,12,0,2,98,0,12,0,116,0,51,99,78,0.223684211,0.010389448,0.021391608,0.006073831,0,5.32792e-05,0.002610682,0.003090195,0.000319675,0,5.32792e-05,0.002610682,0,0.000319675,0,0.003090195,0,0.01646328,0,0.719242902,0.651561432,0.56122447,0.651561432,0.434374288,0.657142007,0.55511199,0.559121921,0.825553311,0,0,1.973684211,0.377688986,2.450230868,0.413177723,0.062549027,1.974504119,1.846697145,0.49272442,0.067961989,0.118933481,1.121372818,0.934477348,-99999,0,0,-99999,-99999,-99999,3573,3759,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,15,6,2,1,4.5,60857.04448,152440783.6
95122,1.90675e+11,1.90675e+11,19,67,480400,3,NA,"",NA,"",0,0,0,625.7216931,0,625.7216931,625.7216931,693,350,312,0.514,6,0.019230769,161,0.516025641,145,0.46474359,323,80,112,131,0.247678019,113,2,4,24,83,0,2,4,24,46,0,35,2,0,20,35,58,0.17699115,0.559354109,1.107521135,0.180591469,0.003196309,0.006392618,0.03835571,0.132646832,0,0.003196309,0.006392618,0.03835571,0.073515111,0,0.055935411,0.003196309,0,0.739945578,0,0.362179487,0.537667478,0.463121557,0.736158185,0.634313767,0.482963452,0.431970626,0.455965655,0.754249453,0,0,2.85840708,0.155920802,7.33727576,0.214109378,0.213026525,6.910139857,31.03232669,2.045637884,0,0,20.45637884,17.38792201,-99999,0,0,-99999,-99999,-99999,4352,4570,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,10,13,8,1,6.833333333,6567.538318,2532256.939
95123,1.90675e+11,1.90675e+11,19,67,480100,2,NA,"",NA,"",0,0,0,42796.39925,36.0432415,42760.35601,42515.20752,1107,420,420,0.495,0,0,95,0.226190476,325,0.773809524,391,88,113,190,0.225063939,744,19,2,409,310,4,19,2,409,48,4,0,262,0,59,264,421,0.079301075,0.009878818,0.026037742,0.017499621,0.000446899,4.7042e-05,0.009620087,0.007291509,9.4084e-05,0.000446899,4.7042e-05,0.009620087,0.001129008,9.4084e-05,0,0.006162501,0,0.027378439,0,1.771428571,0.516556324,0.516556324,0.564223821,0.486165806,0.661517026,0.537589886,0.496978456,0.559386647,0,0,0.525537634,0.622219493,2.270902994,0.505160843,0.068361883,1.697380268,1.392422458,0.718422456,0.104769942,0.059868538,1.332074971,0.374178363,-99999,0,0,-99999,-99999,-99999,3846,3701,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,15,8,2,1,4.833333333,82369.01146,173194659.8
95124,1.90675e+11,1.90675e+11,19,67,480300,2,NA,"",NA,"",0,0,0,61068.52627,189.5597998,60878.96647,60254.26905,947,480,420,0.592,10,0.023809524,68,0.161904762,342,0.814285714,437,110,134,193,0.251716247,181,6,8,62,97,8,6,2,62,5,8,92,0,6,59,54,68,0.325966851,0.007966241,0.015716729,0.003003937,9.9578e-05,0.000132771,0.001028973,0.001609844,0.000132771,9.9578e-05,3.31927e-05,0.001028973,8.29817e-05,0.000132771,0.001526863,0,9.9578e-05,0.010970177,0,0.430952381,0.677210605,0.677210605,0.628804171,0.588425495,0.524677533,0.542089776,0.563502627,0.761567282,0,0,2.414364641,0.243080007,2.019961802,0.251028693,0.085763771,1.683169339,1.531842037,0.346917847,0.042050648,0.073588634,1.450747362,0.46255713,-99999,0,0,-99999,-99999,-99999,1214,1547,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,11,11,2,1,4.666666667,94537.09973,247140965.9
95125,1.90675e+11,1.90675e+11,19,67,480200,1,NA,"",NA,"",0,0,0,30196.38675,0,30196.38675,30156.0732,766,358,310,0.587,6,0.019354839,74,0.238709677,230,0.741935484,325,65,102,158,0.2,134,0,21,99,4,10,0,17,99,4,10,0,0,4,56,44,34,0.417910448,0.011871572,0.025401185,0.004443549,0,0.000696377,0.003282921,0.000132643,0.000331608,0,0.000563734,0.003282921,0.000132643,0.000331608,0,0,0.000132643,0.016315122,0,0.432258065,0.586163057,0.504893376,0.552305715,0.427471385,0.532872833,0.399171433,0.342919852,0.041417612,0,0,2.425373134,0.240418738,2.311717221,0.701096841,0.007686278,1.602934102,1.378008579,0.678226841,0.021194589,0,1.059729439,0.657032252,-99999,0,0,-99999,-99999,-99999,2985,3267,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,11,6,2,1,3.833333333,48680.31677,122203103.7
95126,1.90675e+11,1.90675e+11,19,67,480100,1,NA,"",NA,"",0,0,0,27907.6529,11.5536547,27896.09925,27479.70838,891,433,385,0.59,3,0.007792208,71,0.184415584,311,0.807792208,457,111,142,204,0.242888403,181,32,6,127,5,11,32,0,127,5,11,0,0,6,30,41,110,0.165745856,0.015757081,0.032423925,0.006586678,0.001164496,0.000218343,0.004621592,0.000181952,0.000400295,0.001164496,0,0.004621592,0.000181952,0.000400295,0,0,0.000218343,0.02234376,0,0.47012987,0.582331782,0.582331782,0.582331782,0.450710842,0.517046761,0.525813973,0.495780902,0.193926838,0,0,2.524861878,0.217651117,2.246185183,0.535631582,0.108287208,1.602266393,2.050213526,0.848864201,0.206480481,0.045884551,1.904208884,0.596499168,-99999,0,0,-99999,-99999,-99999,3208,3569,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,11,7,2,1,4,59995.52301,112940721.6
95127,1.90731e+11,1.90731e+11,19,73,80200,2,NA,"",NA,"",0,0,0,671.4277801,0,671.4277801,651.26629,1800,786,646,0.524,68,0.105263158,160,0.247678019,418,0.647058824,847,210,305,332,0.247933884,1188,118,289,32,491,258,118,138,32,153,258,234,104,151,350,451,387,0.294612795,1.206879601,2.763846414,1.824138633,0.181185487,0.443750896,0.049135047,0.753915883,0.396151319,0.181185487,0.211894892,0.049135047,0.234926945,0.396151319,0.359300034,0.159688904,0.231856005,3.031018234,0,1.839009288,0.84963483,0.84963483,0.946323148,0.946323148,0.856473788,0.741888425,0.819432421,0.466788399,0,0,0.712962963,0.750483933,17.79637564,0.246383514,1.13248406,16.41750806,98.19218381,0,2.859577838,6.672348289,37.1745119,64.81709767,-99999,0,0,-99999,-99999,-99999,2734,3270,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,20,20,14,1,11.66666667,8858.484591,2717228.893
95128,1.9155e+11,1.9155e+11,19,155,21702,1,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,12400.17383,419.6170657,11980.55677,11980.55677,809,368,329,0.593,7,0.021276596,80,0.243161094,242,0.73556231,383,87,100,196,0.227154047,80,4,5,37,33,1,4,1,37,1,1,29,3,4,17,24,39,0.2125,0.030716436,0.067526077,0.006677486,0.000333874,0.000417343,0.003088337,0.002754463,8.34686e-05,0.000333874,8.34686e-05,0.003088337,8.34686e-05,8.34686e-05,0.002420589,0.000250406,0.000333874,0.037393922,0,0.243161094,0.683321261,0.683321261,0.63070057,0.63070057,0.395897505,0.415064016,0.419506216,0.147857778,0.179977503,0.345572354,4.7875,0.022652162,2.215990059,1.371064357,0.043228182,0.801697519,2.493640369,1.228657423,0,0.213679552,2.136795518,0.854718207,-99999,0,0,-99999,-99999,-99999,9078,8455,-99999,-99999,0.000163346,0.082106291,0.000173623,0.094372265,-99999,-99999,-99999,-99999,7,13,3,1,4.666666667,31323.39961,50182816.56
95129,1.9155e+11,1.9155e+11,19,155,30100,1,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,317.9408519,0,317.9408519,317.8112,1730,863,789,0.508,15,0.019011407,432,0.547528517,342,0.433460076,802,179,294,329,0.22319202,483,98,21,0,296,68,98,21,0,17,68,167,112,0,136,202,145,0.281573499,2.715448669,5.443483427,1.519770228,0.308359177,0.066076966,0,0.931370575,0.21396351,0.308359177,0.066076966,0,0.053490878,0.21396351,0.525469209,0.352410488,0,4.235218897,0,0.6121673,0.747353872,0.643735586,0.870581246,0.750139958,0.656957382,0.689075357,0.76713571,0.674433463,0.436511523,0.751750973,1.660455487,0.516615969,9.081646771,0,0.742611811,8.33903496,24.16751403,0,0,0,36.23315447,0,-99999,0,0,-99999,-99999,-99999,44000,40799,-99999,-99999,0.000791721,0.397959553,0.000837807,0.455386642,-99999,-99999,-99999,-99999,15,17,7,1,8,5348.630434,1286690.477
95130,1.9155e+11,1.9155e+11,19,155,30100,2,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,114.6101691,0,114.6101691,114.6101691,830,513,407,0.714,44,0.108108108,163,0.4004914,200,0.491400491,469,98,166,205,0.208955224,190,11,83,0,40,56,11,8,0,32,56,0,8,75,53,57,80,0.278947368,4.476042606,7.241940279,1.657793558,0.095977522,0.724194028,0,0.34900917,0.488612838,0.095977522,0.069801834,0,0.279207336,0.488612838,0,0.069801834,0.654392194,6.133836164,0,0.466830467,0.876319857,0.754820839,0.814112472,0.701483404,0.628903417,0.657570632,0.732062043,0.921583183,0.37254902,0.576631259,2.468421053,0.230288812,22.26393491,0,3.992029198,18.27190571,111.7276076,0,11.16829344,16.75244016,122.8512279,5.584146721,-99999,0,0,-99999,-99999,-99999,52509,47899,-99999,-99999,0.000944829,0.474919504,0.000983606,0.534634789,-99999,-99999,-99999,-99999,14,15,15,1,10.16666667,4156.562341,463821.4352
95131,1.9155e+11,1.9155e+11,19,155,30100,3,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,256.2043995,0,256.2043995,253.8943,792,284,284,0.769,0,0,0,0,284,1,365,86,121,158,0.235616438,20,0,0,0,3,17,0,0,0,0,17,0,3,0,11,6,3,0.55,1.118575722,3.119408352,0.078772938,0,0,0,0.011815941,0.066956997,0,0,0,0,0.066956997,0,0.011815941,0,1.19734866,0,0.070422535,0.609840305,0.262643923,0.609840305,0.203280102,0.246145676,0.32694696,0.363984411,0.061343741,0.049261084,0.103896104,18.25,3.22419e-08,7.861702085,0,0.595138027,7.266564058,16.66169671,0,4.996011007,0,19.98404403,0,-99999,0,0,-99999,-99999,-99999,43837,41003,-99999,-99999,0.000788788,0.396485294,0.000841996,0.457663631,-99999,-99999,-99999,-99999,4,2,6,1,3.333333333,4993.953216,1036846.09
95132,1.9155e+11,1.9155e+11,19,155,30100,4,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,272.8263223,0,272.8263223,272.82288,1204,474,427,0.517,17,0.039812646,106,0.24824356,304,0.711943794,530,114,205,211,0.21509434,157,9,0,4,144,0,9,0,4,1,0,41,102,0,37,69,51,0.23566879,1.73739094,4.413119603,0.575464932,0.032988436,0,0.014661527,0.527814969,0,0.032988436,0,0.014661527,0.003665382,0,0.150280651,0.373868937,0,2.312855872,0,0.367681499,0.306450749,0.209185179,0.571892152,0.442630818,0.485182896,0.439173116,0.485058322,0.994235097,0.230712711,0.45705968,3.375796178,0.092940463,10.90381518,0,0.985698513,9.918116668,36.76360813,0,9.383258838,2.34581471,28.14977651,9.383258838,-99999,0,0,-99999,-99999,-99999,46360,43151,-99999,-99999,0.000834186,0.419304656,0.000886105,0.481638986,-99999,-99999,-99999,-99999,10,7,8,1,5.833333333,4631.587218,1104111.46
95133,1.9155e+11,1.9155e+11,19,155,30100,5,420,"Omaha-Council Bluffs-Fremont, NE-IA",36540,"Omaha-Council Bluffs, NE-IA",922891,481123,467163,245.7955591,0,245.7955591,245.75996,1440,492,492,0.524,48,0.097560976,148,0.300813008,296,0.601626016,946,203,344,399,0.214587738,1167,3,1,5,1158,0,3,1,5,184,0,0,974,0,226,409,532,0.193658955,2.001953451,5.859375954,4.748535929,0.012207033,0.004069011,0.020345055,4.711914829,0,0.012207033,0.004069011,0.020345055,0.748698039,0,0,3.963216791,0,6.75048938,0,2.37195122,0.037817836,0.032574511,0.302517075,0.234140965,0.400639107,0.224606668,0.248710484,0.427598521,0.895281933,0.895409371,0.810625536,0.827476588,17.93628005,0,3.036734081,14.89954597,94.63734856,0,33.849269,2.603789923,65.09474808,26.03789923,-99999,0,0,-99999,-99999,-99999,51162,46980,-99999,-99999,0.000920591,0.462736515,0.000964734,0.524377177,-99999,-99999,-99999,-99999,7,3,14,1,6.666666667,5544.056449,994722.2899
95134,1.90731e+11,1.90731e+11,19,73,80500,1,NA,"",NA,"",0,0,0,102488.3769,544.0847951,101944.2921,100294.7726,1300,650,577,0.556,12,0.020797227,117,0.202772964,448,0.776429809,556,160,186,210,0.287769784,502,15,26,388,73,0,15,18,388,13,0,52,8,8,71,208,223,0.141434263,0.006480896,0.012961792,0.005005246,0.000149559,0.000259236,0.003868596,0.000727854,0,0.000149559,0.000179471,0.003868596,0.000129618,0,0.000518472,7.97649e-05,7.97649e-05,0.011486142,0,0.870017331,0.532148104,0.458367428,0.454666608,0.42547018,0.642427793,0.543179143,0.469901841,0.431144799,0,0,1.107569721,0.89801391,1.941778898,0.336785299,0.189920047,1.415073551,1.153320089,0.395510128,0.106724955,0.100447017,0.709407055,0.508513022,-99999,0,0,-99999,-99999,-99999,2250,2490,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,15,6,2,1,4.5,110102.2361,414764768.7
95135,1.90731e+11,1.90731e+11,19,73,80100,2,NA,"",NA,"",0,0,0,45408.17336,31.5289716,45376.64438,45243.1907,566,284,248,0.641,2,0.008064516,53,0.213709677,193,0.778225806,227,47,100,80,0.207048458,241,11,6,191,6,27,11,5,191,5,27,0,1,1,38,57,146,0.157676349,0.006277188,0.01251017,0.005326768,0.000243131,0.000132617,0.00422163,0.000132617,0.000596775,0.000243131,0.000110514,0.00422163,0.000110514,0.000596775,0,2.21028e-05,2.21028e-05,0.011603956,0,0.971774194,0.468672888,0.468672888,0.39916257,0.373530335,0.594273851,0.650986728,0.598503485,0.689669012,0,0,0.941908714,0.943563809,1.723057946,0.244579475,0.319458236,1.159020235,1.062749365,0.324395957,0.211562581,0.239770925,0.493646022,0.352604302,-99999,0,0,-99999,-99999,-99999,1523,1876,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,13,5,1,1,3.666666667,62035.7285,183764361.4
95136,1.90731e+11,1.90731e+11,19,73,80300,2,NA,"",NA,"",0,0,0,4366.450974,79.5540921,4286.896881,4168.21891,1481,827,699,0.56,20,0.028612303,270,0.386266094,409,0.585121602,653,181,223,249,0.277182236,38,1,0,19,18,0,1,0,19,7,0,1,10,0,25,8,5,0.657894737,0.198406086,0.355307634,0.009116604,0.000239911,0,0.004558302,0.004318391,0,0.000239911,0,0.004558302,0.001679374,0,0.000239911,0.002399106,0,0.20752269,0,0.054363376,0.7247718,0.49473372,0.746202188,0.577542608,0.176108996,0.163701418,0.164852254,1.07377e-05,0,0,17.18421053,9.36023e-08,3.397255731,0.000723411,1.045820474,2.350711845,11.39905189,0,3.284427032,1.642213516,5.971685512,3.583011307,-99999,0,0,-99999,-99999,-99999,2511,3304,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,2,11,5,1,4.166666667,17693.76904,17670787.83
95137,1.90731e+11,1.90731e+11,19,73,80100,1,NA,"",NA,"",0,0,0,41753.69334,68.3332811,41685.36006,41076.69073,438,249,198,0.543,5,0.025252525,35,0.176767677,158,0.797979798,251,50,101,100,0.199203187,65,9,21,27,8,0,9,9,27,8,0,0,0,12,22,21,22,0.338461538,0.006061832,0.010662982,0.001582406,0.000219102,0.000511239,0.000657307,0.000194758,0,0.000219102,0.000219102,0.000657307,0.000194758,0,0,0,0.000292136,0.007644238,0,0.328282828,0.910030418,0.783857537,0.920943812,0.712788437,0.541167415,0.420808232,0.416493527,0.056780559,0,0,3.861538462,0.057180722,2.159299565,0.478747642,0.058394676,1.622157247,1.351442327,0.70624315,0.092118672,0.046059336,1.013305389,0.568065142,-99999,0,0,-99999,-99999,-99999,2359,3052,-99999,-99999,0,0,0,0,-99999,-99999,-99999,-99999,11,16,2,1,5.5,64727.96049,168974889.2
